Hyperion|Marvel Comics,Male,Eternal,good,Red,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '207.0 kg'}"
Iceman|Marvel Comics,Male,Mutant,good,Brown,brown,Unknown,"{'Height': '173.0 cm', 'Weight': '65.0 kg'}"
Impulse|DC Comics,Male,Human,good,Auburn,yellow,Unknown,"{'Height': '170.0 cm', 'Weight': '65.0 kg'}"
Indiana Jones|George Lucas,Male,Human,good,Unknown,Unknown,Unknown,"{'Height': '183.0 cm', 'Weight': '79.0 kg'}"
Ink|Marvel Comics,Male,Mutant,good,No Hair,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '81.0 kg'}"
Invisible Woman|Marvel Comics,Female,Human / Radiation,good,Blond,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '54.0 kg'}"
Iron Fist|Marvel Comics,Male,Human,good,Blond,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '79.0 kg'}"
Iron Man|Marvel Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '198.0 cm', 'Weight': '191.0 kg'}"
Jack of Hearts|Marvel Comics,Male,Human,good,Brown,blue / white,Unknown,"{'Height': '155.0 cm', 'Weight': '79.0 kg'}"
Jack-Jack|Dark Horse Comics,Male,Human,good,Brown,blue,Unknown,"{'Height': '71.0 cm', 'Weight': '14.0 kg'}"
James T. Kirk|Star Trek,Male,Human,good,Brown,hazel,Unknown,"{'Height': '178.0 cm', 'Weight': '77.0 kg'}"
Jean Grey|Marvel Comics,Female,Mutant,good,Red,green,Unknown,"{'Height': '168.0 cm', 'Weight': '52.0 kg'}"
Jennifer Kale|Marvel Comics,Female,Unknown,good,Blond,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '55.0 kg'}"
Jessica Jones|Marvel Comics,Female,Human,good,Brown,brown,Unknown,"{'Height': '170.0 cm', 'Weight': '56.0 kg'}"
John Stewart|DC Comics,Male,Human,good,Black,green,Unknown,"{'Height': '185.0 cm', 'Weight': '90.0 kg'}"
John Wraith|Marvel Comics,Male,Unknown,good,Black,brown,Unknown,"{'Height': '183.0 cm', 'Weight': '88.0 kg'}"
Joker|DC Comics,Male,Human,bad,Green,green,white,"{'Height': '196.0 cm', 'Weight': '86.0 kg'}"
Jolt|Marvel Comics,Female,Unknown,good,Black,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '49.0 kg'}"
Jubilee|Marvel Comics,Female,Mutant,good,Black,red,Unknown,"{'Height': '165.0 cm', 'Weight': '52.0 kg'}"
Juggernaut|Marvel Comics,Male,Human,neutral,Red,blue,Unknown,"{'Height': '287.0 cm', 'Weight': '855.0 kg'}"
Justice|Marvel Comics,Male,Human,good,Brown,hazel,Unknown,"{'Height': '178.0 cm', 'Weight': '81.0 kg'}"
Kang|Marvel Comics,Male,Unknown,bad,Brown,brown,Unknown,"{'Height': '191.0 cm', 'Weight': '104.0 kg'}"
Karate Kid|DC Comics,Male,Human,good,Brown,brown,Unknown,"{'Height': '173.0 cm', 'Weight': '72.0 kg'}"
Killer Croc|DC Comics,Male,Metahuman,bad,No Hair,red,green,"{'Height': '244.0 cm', 'Weight': '356.0 kg'}"
Kilowog|DC Comics,Male,Bolovaxian,good,No Hair,red,pink,"{'Height': '234.0 cm', 'Weight': '324.0 kg'}"
Klaw|Marvel Comics,Male,Human,bad,No Hair,red,red,"{'Height': '188.0 cm', 'Weight': '97.0 kg'}"
Kraven II|Marvel Comics,Male,Human,bad,Black,brown,Unknown,"{'Height': '191.0 cm', 'Weight': '99.0 kg'}"
Kraven the Hunter|Marvel Comics,Male,Human,bad,Black,brown,Unknown,"{'Height': '183.0 cm', 'Weight': '106.0 kg'}"
Krypto|DC Comics,Male,Kryptonian,good,White,blue,Unknown,"{'Height': '64.0 cm', 'Weight': '18.0 kg'}"
Kyle Rayner|DC Comics,Male,Human,good,Black,green,Unknown,"{'Height': '180.0 cm', 'Weight': '79.0 kg'}"
Lady Deathstrike|Marvel Comics,Female,Cyborg,bad,Black,brown,Unknown,"{'Height': '175.0 cm', 'Weight': '58.0 kg'}"
Leader|Marvel Comics,Male,Unknown,bad,No Hair,green,Unknown,"{'Height': '178.0 cm', 'Weight': '63.0 kg'}"
Legion|Marvel Comics,Male,Mutant,good,Black,green / blue,Unknown,"{'Height': '175.0 cm', 'Weight': '59.0 kg'}"
Lex Luthor|DC Comics,Male,Human,bad,No Hair,green,Unknown,"{'Height': '188.0 cm', 'Weight': '95.0 kg'}"
Light Lass|DC Comics,Female,Unknown,good,Red,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '54.0 kg'}"
Lightning Lad|DC Comics,Male,Unknown,good,Red,blue,Unknown,"{'Height': '155.0 cm', 'Weight': '65.0 kg'}"
Lightning Lord|DC Comics,Male,Unknown,bad,Red,blue,Unknown,"{'Height': '191.0 cm', 'Weight': '95.0 kg'}"
Living Brain|Marvel Comics,Unknown,Unknown,bad,Unknown,yellow,Unknown,"{'Height': '198.0 cm', 'Weight': '360.0 kg'}"
Lizard|Marvel Comics,Male,Human,bad,No Hair,red,Unknown,"{'Height': '203.0 cm', 'Weight': '230.0 kg'}"
Lobo|DC Comics,Male,Czarnian,neutral,Black,red,blue-white,"{'Height': '229.0 cm', 'Weight': '288.0 kg'}"
Loki|Marvel Comics,Male,Asgardian,bad,Black,green,Unknown,"{'Height': '193.0 cm', 'Weight': '236.0 kg'}"
Longshot|Marvel Comics,Male,Human,good,Blond,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '36.0 kg'}"
Luke Cage|Marvel Comics,Male,Human,good,Black,brown,Unknown,"{'Height': '198.0 cm', 'Weight': '191.0 kg'}"
Luke Skywalker|George Lucas,Male,Human,good,Blond,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '77.0 kg'}"
Mach-IV|Marvel Comics,Male,Unknown,bad,Brown,brown,Unknown,"{'Height': '180.0 cm', 'Weight': '79.0 kg'}"
Machine Man|Marvel Comics,Unknown,Unknown,good,Black,red,Unknown,"{'Height': '183.0 cm', 'Weight': '383.0 kg'}"
Magneto|Marvel Comics,Male,Mutant,bad,White,grey,Unknown,"{'Height': '188.0 cm', 'Weight': '86.0 kg'}"
Man-Thing|Marvel Comics,Male,Unknown,good,No Hair,red,green,"{'Height': '213.0 cm', 'Weight': '225.0 kg'}"
Man-Wolf|Marvel Comics,Male,Unknown,good,Auburn,brown,Unknown,"{'Height': '188.0 cm', 'Weight': '90.0 kg'}"
Mandarin|Marvel Comics,Male,Human,bad,White,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '97.0 kg'}"
Mantis|Marvel Comics,Female,Human-Kree,good,Black,green,green,"{'Height': '168.0 cm', 'Weight': '52.0 kg'}"
Martian Manhunter|DC Comics,Male,Martian,good,No Hair,red,green,"{'Height': '201.0 cm', 'Weight': '135.0 kg'}"
Marvel Girl|Marvel Comics,Female,Unknown,good,Red,green,Unknown,"{'Height': '170.0 cm', 'Weight': '56.0 kg'}"
Master Brood|Team Epic TV,Male,Unknown,good,Black,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '81.0 kg'}"
Maverick|Marvel Comics,Male,Unknown,good,Black,blue,Unknown,"{'Height': '193.0 cm', 'Weight': '110.0 kg'}"
Maxima|DC Comics,Female,Unknown,bad,Red,brown,Unknown,"{'Height': '180.0 cm', 'Weight': '72.0 kg'}"
Medusa|Marvel Comics,Female,Inhuman,good,Red,green,Unknown,"{'Height': '180.0 cm', 'Weight': '59.0 kg'}"
Meltdown|Marvel Comics,Female,Unknown,good,Blond,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '54.0 kg'}"
Mephisto|Marvel Comics,Male,Unknown,bad,Black,white,Unknown,"{'Height': '198.0 cm', 'Weight': '140.0 kg'}"
Mera|DC Comics,Female,Atlantean,good,Red,blue,Unknown,"{'Height': '175.0 cm', 'Weight': '72.0 kg'}"
Metallo|DC Comics,Male,Android,bad,Brown,green,Unknown,"{'Height': '196.0 cm', 'Weight': '90.0 kg'}"
Metamorpho|DC Comics,Male,Unknown,good,No Hair,black,Unknown,"{'Height': '185.0 cm', 'Weight': '90.0 kg'}"
Metron|DC Comics,Male,Unknown,good,Black,blue,Unknown,"{'Height': '185.0 cm', 'Weight': '86.0 kg'}"
Micro Lad|DC Comics,Male,Unknown,good,Brown,grey,Unknown,"{'Height': '183.0 cm', 'Weight': '77.0 kg'}"
Mimic|Marvel Comics,Male,Unknown,good,Brown,brown,Unknown,"{'Height': '188.0 cm', 'Weight': '101.0 kg'}"
Miss Martian|DC Comics,Female,Unknown,good,Red,red,Unknown,"{'Height': '178.0 cm', 'Weight': '61.0 kg'}"
Mister Fantastic|Marvel Comics,Male,Human / Radiation,good,Brown,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '81.0 kg'}"
Mister Freeze|DC Comics,Male,Human,bad,Unknown,Unknown,Unknown,"{'Height': '183.0 cm', 'Weight': '86.0 kg'}"
Mister Sinister|Marvel Comics,Male,Human / Altered,bad,Black,red,Unknown,"{'Height': '196.0 cm', 'Weight': '128.0 kg'}"
Mockingbird|Marvel Comics,Female,Human,good,Blond,blue,Unknown,"{'Height': '175.0 cm', 'Weight': '61.0 kg'}"
MODOK|Marvel Comics,Male,Cyborg,bad,Brownn,white,Unknown,"{'Height': '366.0 cm', 'Weight': '338.0 kg'}"
Molten Man|Marvel Comics,Male,Unknown,bad,Gold,gold,Unknown,"{'Height': '196.0 cm', 'Weight': '248.0 kg'}"
Monarch|DC Comics,Male,Unknown,good,White,blue,Unknown,"{'Height': '193.0 cm', 'Weight': '90.0 kg'}"
Moon Knight|Marvel Comics,Male,Human,good,Brown,brown,Unknown,"{'Height': '188.0 cm', 'Weight': '101.0 kg'}"
Moonstone|Marvel Comics,Female,Unknown,bad,Blond,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '59.0 kg'}"
Morlun|Marvel Comics,Male,Unknown,bad,Black,white / red,Unknown,"{'Height': '188.0 cm', 'Weight': '79.0 kg'}"
Moses Magnum|Marvel Comics,Male,Unknown,bad,Black,brown,Unknown,"{'Height': '175.0 cm', 'Weight': '72.0 kg'}"
Mr Immortal|Marvel Comics,Male,Mutant,good,Blond,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '70.0 kg'}"
Mr Incredible|Dark Horse Comics,Male,Human,good,Blond,blue,Unknown,"{'Height': '201.0 cm', 'Weight': '158.0 kg'}"
Ms Marvel II|Marvel Comics,Female,Unknown,good,Red,blue,Unknown,"{'Height': '173.0 cm', 'Weight': '61.0 kg'}"
Multiple Man|Marvel Comics,Male,Unknown,good,Brown,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '70.0 kg'}"
Mysterio|Marvel Comics,Male,Human,bad,No Hair,brown,Unknown,"{'Height': '180.0 cm', 'Weight': '79.0 kg'}"
Mystique|Marvel Comics,Female,Mutant,bad,Red / Orange,yellow (without irises),blue,"{'Height': '178.0 cm', 'Weight': '54.0 kg'}"
Namor|Marvel Comics,Male,Atlantean,good,Black,grey,Unknown,"{'Height': '188.0 cm', 'Weight': '125.0 kg'}"
Namora|Marvel Comics,Female,Unknown,good,Blond,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '85.0 kg'}"
Namorita|Marvel Comics,Female,Unknown,good,Blond,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '101.0 kg'}"
Naruto Uzumaki|Shueisha,Male,Human,good,Unknown,Unknown,Unknown,"{'Height': '168.0 cm', 'Weight': '54.0 kg'}"
Nebula|Marvel Comics,Female,Luphomoid,bad,No Hair,blue,blue,"{'Height': '185.0 cm', 'Weight': '83.0 kg'}"
Nick Fury|Marvel Comics,Male,Human,good,Brown / White,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '99.0 kg'}"
Nightcrawler|Marvel Comics,Male,Unknown,good,Indigo,yellow,Unknown,"{'Height': '175.0 cm', 'Weight': '88.0 kg'}"
Nightwing|DC Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '178.0 cm', 'Weight': '79.0 kg'}"
Northstar|Marvel Comics,Male,Unknown,good,Black,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '83.0 kg'}"
Nova|Marvel Comics,Male,Human,good,Brown,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '86.0 kg'}"
Nova|Marvel Comics,Female,Human / Cosmic,good,Red,white,gold,"{'Height': '163.0 cm', 'Weight': '59.0 kg'}"
Odin|Marvel Comics,Male,God / Eternal,good,White,blue,Unknown,"{'Height': '206.0 cm', 'Weight': '293.0 kg'}"
Omniscient|Team Epic TV,Male,Unknown,good,Black,brown,Unknown,"{'Height': '180.0 cm', 'Weight': '65.0 kg'}"
One Punch Man|Shueisha,Male,Human,good,No Hair,Unknown,Unknown,"{'Height': '175.0 cm', 'Weight': '69.0 kg'}"
Onslaught|Marvel Comics,Male,Mutant,bad,No Hair,red,Unknown,"{'Height': '305.0 cm', 'Weight': '405.0 kg'}"
Oracle|DC Comics,Female,Human,good,Red,blue,Unknown,"{'Height': '178.0 cm', 'Weight': '59.0 kg'}"
Penance II|Marvel Comics,Male,Unknown,good,Blond,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '89.0 kg'}"
Penguin|DC Comics,Male,Human,bad,Black,blue,Unknown,"{'Height': '157.0 cm', 'Weight': '79.0 kg'}"
Phantom Girl|DC Comics,Female,Unknown,good,Black,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '54.0 kg'}"
Phoenix|Marvel Comics,Female,Mutant,good,Red,green,Unknown,"{'Height': '168.0 cm', 'Weight': '52.0 kg'}"
Plantman|Marvel Comics,Male,Mutant,bad,Grey,green,Unknown,"{'Height': '183.0 cm', 'Weight': '87.0 kg'}"
Plastic Man|DC Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '185.0 cm', 'Weight': '80.0 kg'}"
Plastique|DC Comics,Female,Unknown,bad,Red,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '55.0 kg'}"
Poison Ivy|DC Comics,Female,Human,bad,Red,green,green,"{'Height': '168.0 cm', 'Weight': '50.0 kg'}"
Polaris|Marvel Comics,Female,Mutant,good,Green,green,Unknown,"{'Height': '170.0 cm', 'Weight': '52.0 kg'}"
Power Girl|DC Comics,Female,Kryptonian,good,blond,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '81.0 kg'}"
Predator|Dark Horse Comics,Male,Yautja,bad,Unknown,Unknown,Unknown,"{'Height': '213.0 cm', 'Weight': '234.0 kg'}"
Professor X|Marvel Comics,Male,Mutant,good,No Hair,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '86.0 kg'}"
Professor Zoom|DC Comics,Male,Human,bad,Strawberry Blond,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '81.0 kg'}"
Psylocke|Marvel Comics,Female,Mutant,good,Purple,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '70.0 kg'}"
Punisher|Marvel Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '90.0 kg'}"
Purple Man|Marvel Comics,Male,Human,bad,Purple,purple,purple,"{'Height': '180.0 cm', 'Weight': '74.0 kg'}"
Pyro|Marvel Comics,Male,Unknown,bad,Blond,blue,Unknown,"{'Height': '178.0 cm', 'Weight': '68.0 kg'}"
Question|DC Comics,Male,Human,good,Blond,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '83.0 kg'}"
Quicksilver|Marvel Comics,Male,Mutant,good,Silver,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '79.0 kg'}"
Quill|Marvel Comics,Male,Unknown,good,Brown,brown,Unknown,"{'Height': '163.0 cm', 'Weight': '56.0 kg'}"
Ra's Al Ghul|DC Comics,Male,Human,bad,Grey,green,Unknown,"{'Height': '193.0 cm', 'Weight': '97.0 kg'}"
Rambo|Unknown,Male,Human,good,Black,brown,Unknown,"{'Height': '178.0 cm', 'Weight': '83.0 kg'}"
Raven|DC Comics,Female,Human,neutral,Black,indigo,Unknown,"{'Height': '165.0 cm', 'Weight': '50.0 kg'}"
Ray|DC Comics,Male,Human,good,Red,green,Unknown,"{'Height': '178.0 cm', 'Weight': '70.0 kg'}"
Razor-Fist II|Marvel Comics,Male,Unknown,bad,No Hair,blue,Unknown,"{'Height': '191.0 cm', 'Weight': '117.0 kg'}"
Red Arrow|DC Comics,Male,Human,good,Red,green,Unknown,"{'Height': '180.0 cm', 'Weight': '83.0 kg'}"
Red Hood|DC Comics,Male,Human,neutral,Black,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '81.0 kg'}"
Red Hulk|Marvel Comics,Male,Human / Radiation,neutral,Black,yellow,red,"{'Height': '213.0 cm', 'Weight': '630.0 kg'}"
Red Robin|DC Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '56.0 kg'}"
Red Skull|Marvel Comics,Male,Unknown,bad,No Hair,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '108.0 kg'}"
Red Tornado|DC Comics,Male,Android,good,No Hair,green,Unknown,"{'Height': '185.0 cm', 'Weight': '146.0 kg'}"
Rhino|Marvel Comics,Male,Human / Radiation,bad,Brown,brown,Unknown,"{'Height': '196.0 cm', 'Weight': '320.0 kg'}"
Rick Flag|DC Comics,Male,Unknown,bad,Brown,blue,Unknown,"{'Height': '185.0 cm', 'Weight': '85.0 kg'}"
Ripcord|Marvel Comics,Female,Unknown,good,Black,green,Unknown,"{'Height': '180.0 cm', 'Weight': '72.0 kg'}"
Robin|DC Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '178.0 cm', 'Weight': '79.0 kg'}"
Robin II|DC Comics,Male,Human,good,Red,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '101.0 kg'}"
Robin III|DC Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '56.0 kg'}"
Robin V|DC Comics,Male,Human,good,Black,blue,Unknown,"{'Height': '137.0 cm', 'Weight': '38.0 kg'}"
Rocket Raccoon|Marvel Comics,Male,Animal,good,Brown,brown,Unknown,"{'Height': '122.0 cm', 'Weight': '25.0 kg'}"
Rogue|Marvel Comics,Female,Unknown,good,Brown / White,green,Unknown,"{'Height': '173.0 cm', 'Weight': '54.0 kg'}"
Rorschach|DC Comics,Male,Human,good,Red,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '63.0 kg'}"
Sabretooth|Marvel Comics,Male,Mutant,bad,Blond,amber,Unknown,"{'Height': '198.0 cm', 'Weight': '171.0 kg'}"
Sage|Marvel Comics,Female,Unknown,good,Black,blue,Unknown,"{'Height': '170.0 cm', 'Weight': '61.0 kg'}"
Sandman|Marvel Comics,Male,Human,neutral,Brown,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '203.0 kg'}"
Sasquatch|Marvel Comics,Male,Unknown,good,Orange,red,Unknown,"{'Height': '305.0 cm', 'Weight': '900.0 kg'}"
Scarecrow|DC Comics,Male,Human,bad,Brown,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '63.0 kg'}"
Scarlet Spider|Marvel Comics,Male,Human,good,Blond,blue,Unknown,"{'Height': '178.0 cm', 'Weight': '74.0 kg'}"
Scarlet Spider II|Marvel Comics,Male,Clone,good,Brown,brown,Unknown,"{'Height': '193.0 cm', 'Weight': '113.0 kg'}"
Scarlet Witch|Marvel Comics,Female,Mutant,bad,Brown,blue,Unknown,"{'Height': '170.0 cm', 'Weight': '59.0 kg'}"
Scorpion|Marvel Comics,Male,Human,bad,Brown,brown,Unknown,"{'Height': '211.0 cm', 'Weight': '310.0 kg'}"
Sentry|Marvel Comics,Male,Mutant,neutral,Blond,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '87.0 kg'}"
Shadow King|Marvel Comics,Unknown,Unknown,good,Unknown,red,Unknown,"{'Height': '185.0 cm', 'Weight': '149.0 kg'}"
Shadow Lass|DC Comics,Female,Talokite,good,Black,black,blue,"{'Height': '173.0 cm', 'Weight': '54.0 kg'}"
Shadowcat|Marvel Comics,Female,Mutant,good,Brown,hazel,Unknown,"{'Height': '168.0 cm', 'Weight': '50.0 kg'}"
Shang-Chi|Marvel Comics,Male,Human,good,Black,brown,Unknown,"{'Height': '178.0 cm', 'Weight': '79.0 kg'}"
Shatterstar|Marvel Comics,Male,Unknown,good,Red,brown,Unknown,"{'Height': '191.0 cm', 'Weight': '88.0 kg'}"
She-Hulk|Marvel Comics,Female,Human,good,Green,green,Unknown,"{'Height': '201.0 cm', 'Weight': '315.0 kg'}"
She-Thing|Marvel Comics,Female,Human / Radiation,good,No Hair,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '153.0 kg'}"
Shocker|Marvel Comics,Male,Human,bad,Brown,brown,Unknown,"{'Height': '175.0 cm', 'Weight': '79.0 kg'}"
Shriek|Marvel Comics,Female,Unknown,good,Black,yellow / blue,Unknown,"{'Height': '173.0 cm', 'Weight': '52.0 kg'}"
Sif|Marvel Comics,Female,Asgardian,good,Black,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '191.0 kg'}"
Silver Surfer|Marvel Comics,Male,Alien,good,No Hair,white,silver,"{'Height': '193.0 cm', 'Weight': '101.0 kg'}"
Silverclaw|Marvel Comics,Female,Unknown,good,Black,brown,Unknown,"{'Height': '157.0 cm', 'Weight': '50.0 kg'}"
Sinestro|DC Comics,Male,Korugaran,neutral,Black,black,red,"{'Height': '201.0 cm', 'Weight': '92.0 kg'}"
Siren|DC Comics,Female,Atlantean,bad,Purple,blue,Unknown,"{'Height': '175.0 cm', 'Weight': '72.0 kg'}"
Siryn|Marvel Comics,Female,Unknown,bad,Strawberry Blond,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '52.0 kg'}"
Skaar|Marvel Comics,Male,Unknown,good,Black,green,Unknown,"{'Height': '198.0 cm', 'Weight': '180.0 kg'}"
Snowbird|Marvel Comics,Female,Unknown,good,Blond,white,Unknown,"{'Height': '178.0 cm', 'Weight': '49.0 kg'}"
Solomon Grundy|DC Comics,Male,Zombie,bad,White,black,Unknown,"{'Height': '279.0 cm', 'Weight': '437.0 kg'}"
Songbird|Marvel Comics,Female,Unknown,good,Red / White,green,Unknown,"{'Height': '165.0 cm', 'Weight': '65.0 kg'}"
Space Ghost|DC Comics,Male,Human,good,Unknown,Unknown,Unknown,"{'Height': '188.0 cm', 'Weight': '113.0 kg'}"
Spawn|Image Comics,Male,Demon,good,Black,brown,Unknown,"{'Height': '211.0 cm', 'Weight': '405.0 kg'}"
Spider-Girl|Marvel Comics,Female,Human,good,Brown,blue,Unknown,"{'Height': '170.0 cm', 'Weight': '54.0 kg'}"
Spider-Gwen|Marvel Comics,Female,Human,good,Blond,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '56.0 kg'}"
Spider-Man|Marvel Comics,Male,Human,good,Brown,hazel,Unknown,"{'Height': '178.0 cm', 'Weight': '74.0 kg'}"
Spider-Man|Marvel Comics,Unknown,Human,good,Brown,red,Unknown,"{'Height': '178.0 cm', 'Weight': '77.0 kg'}"
Spider-Man|Marvel Comics,Male,Human,good,Black,brown,Unknown,"{'Height': '157.0 cm', 'Weight': '56.0 kg'}"
Spider-Woman|Marvel Comics,Female,Human,good,Black,green,Unknown,"{'Height': '178.0 cm', 'Weight': '59.0 kg'}"
Spider-Woman III|Marvel Comics,Female,Unknown,good,Brown,brown,Unknown,"{'Height': '173.0 cm', 'Weight': '55.0 kg'}"
Spider-Woman IV|Marvel Comics,Female,Unknown,bad,White,red,Unknown,"{'Height': '178.0 cm', 'Weight': '58.0 kg'}"
Spock|Star Trek,Male,Human-Vulcan,good,Black,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '81.0 kg'}"
Spyke|Marvel Comics,Male,Mutant,good,Blond,brown,Unknown,"{'Height': '183.0 cm', 'Weight': '83.0 kg'}"
Star-Lord|Marvel Comics,Male,Human-Spartoi,good,Blond,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '79.0 kg'}"
Starfire|DC Comics,Female,Tamaranean,good,Auburn,green,orange,"{'Height': '193.0 cm', 'Weight': '71.0 kg'}"
Stargirl|DC Comics,Female,Human,good,Blond,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '62.0 kg'}"
Static|DC Comics,Male,Mutant,good,Black,brown,Unknown,"{'Height': '170.0 cm', 'Weight': '63.0 kg'}"
Steel|DC Comics,Male,Unknown,good,No Hair,brown,Unknown,"{'Height': '201.0 cm', 'Weight': '131.0 kg'}"
Steppenwolf|DC Comics,Male,New God,bad,Black,red,white,"{'Height': '183.0 cm', 'Weight': '91.0 kg'}"
Storm|Marvel Comics,Female,Mutant,good,White,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '57.0 kg'}"
Sunspot|Marvel Comics,Male,Mutant,good,black,brown,Unknown,"{'Height': '173.0 cm', 'Weight': '77.0 kg'}"
Superboy|DC Comics,Male,Unknown,good,Black,blue,Unknown,"{'Height': '170.0 cm', 'Weight': '68.0 kg'}"
Superboy-Prime|DC Comics,Male,Kryptonian,bad,Black / Blue,blue,Unknown,"{'Height': '180.0 cm', 'Weight': '77.0 kg'}"
Supergirl|DC Comics,Female,Kryptonian,good,Blond,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '54.0 kg'}"
Superman|DC Comics,Male,Kryptonian,good,Black,blue,Unknown,"{'Height': '191.0 cm', 'Weight': '101.0 kg'}"
Swarm|Marvel Comics,Male,Mutant,bad,No Hair,yellow,yellow,"{'Height': '196.0 cm', 'Weight': '47.0 kg'}"
Synch|Marvel Comics,Male,Unknown,good,Black,brown,Unknown,"{'Height': '180.0 cm', 'Weight': '74.0 kg'}"
T-1000|Dark Horse Comics,Male,Android,bad,Unknown,Unknown,silver,"{'Height': '183.0 cm', 'Weight': '146.0 kg'}"
Taskmaster|Marvel Comics,Male,Human,bad,Brown,brown,Unknown,"{'Height': '188.0 cm', 'Weight': '99.0 kg'}"
Tempest|Marvel Comics,Female,Unknown,good,Black,brown,Unknown,"{'Height': '163.0 cm', 'Weight': '54.0 kg'}"
Thanos|Marvel Comics,Male,Eternal,bad,No Hair,red,purple,"{'Height': '201.0 cm', 'Weight': '443.0 kg'}"
The Comedian|DC Comics,Male,Human,neutral,Black,brown,Unknown,"{'Height': '188.0 cm', 'Weight': '101.0 kg'}"
Thing|Marvel Comics,Male,Human / Radiation,good,No Hair,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '225.0 kg'}"
Thor|Marvel Comics,Male,Asgardian,good,Blond,blue,Unknown,"{'Height': '198.0 cm', 'Weight': '288.0 kg'}"
Thor Girl|Marvel Comics,Female,Asgardian,good,Blond,blue,Unknown,"{'Height': '175.0 cm', 'Weight': '143.0 kg'}"
Thunderbird|Marvel Comics,Male,Unknown,good,Black,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '101.0 kg'}"
Thunderbird III|Marvel Comics,Male,Unknown,good,Black,brown,Unknown,"{'Height': '175.0 cm', 'Weight': '74.0 kg'}"
Thunderstrike|Marvel Comics,Male,Unknown,good,Blond,blue,Unknown,"{'Height': '198.0 cm', 'Weight': '288.0 kg'}"
Thundra|Marvel Comics,Female,Unknown,good,Red,green,Unknown,"{'Height': '218.0 cm', 'Weight': '158.0 kg'}"
Tiger Shark|Marvel Comics,Male,Human,bad,No Hair,grey,grey,"{'Height': '185.0 cm', 'Weight': '203.0 kg'}"
Tigra|Marvel Comics,Female,Unknown,good,Auburn,green,Unknown,"{'Height': '178.0 cm', 'Weight': '81.0 kg'}"
Tinkerer|Marvel Comics,Male,Unknown,bad,White,brown,Unknown,"{'Height': '163.0 cm', 'Weight': '54.0 kg'}"
Toad|Marvel Comics,Male,Mutant,neutral,Brown,black,green,"{'Height': '175.0 cm', 'Weight': '76.0 kg'}"
Toxin|Marvel Comics,Male,Symbiote,good,Brown,blue,Unknown,"{'Height': '188.0 cm', 'Weight': '97.0 kg'}"
